created,paid,refunded,customer,card__country
2020-04-04T14:35:56Z,250,0,cus_EpA38TwJkm0V9x,
2020-06-15T07:54:07Z,250,0,cus_Gj6RbLl65ZucXb,
2020-04-04T14:42:46Z,2600,0,cus_FeTCiPyBuK9ZOM,
2020-04-05T18:59:28Z,282,0,cus_Fkv4IJDvVAVqHH,
2020-04-04T15:32:37Z,250,0,cus_EpA38TwJkm0V9x,
2020-06-15T09:08:31Z,250,250,cus_HGTBqqVLfBamb7,
2020-04-04T16:00:15Z,250,0,cus_FNGxdvvySOIgXS,
2020-04-05T20:15:35Z,250,0,cus_GgFq62Gp5T38vA,
2020-06-16T13:52:30Z,250,0,cus_HTcSOfmQ2wYEkK,
2020-06-15T10:18:41Z,250,0,cus_HGUftBW8QNdO4A,
2020-04-05T21:32:51Z,250,0,cus_Eyau6Dzk4RmIXp,
2020-06-15T11:41:12Z,250,0,cus_HTD65mO3hegCp3,
2020-04-05T22:13:08Z,250,0,cus_G7oyC2Wnj68njR,
2020-06-16T15:32:07Z,250,0,cus_HTe34i3FCHTzBY,
2020-04-07T16:58:12Z,35,0,cus_G2WzCyZIHtjVUU,
2020-04-04T18:41:12Z,250,0,cus_ET7gS884UDwpyL,
2020-06-15T11:56:45Z,250,0,cus_FcwVcUNLGYyibl,
2020-04-04T18:48:12Z,250,0,cus_GqilKeq9ACdY8f,
2020-04-04T19:32:41Z,250,0,cus_ET7gS884UDwpyL,
2020-04-04T19:32:47Z,250,0,cus_GqilKeq9ACdY8f,
2020-06-15T12:23:40Z,2500,0,cus_HTDn8WFF3u7XtF,
2020-06-15T13:45:50Z,250,0,cus_HTF7HY5ikMOWPd,
2020-06-16T17:23:35Z,250,250,cus_HTfrOpH5KwOOVB,
2020-06-16T18:06:50Z,250,0,cus_HTgYbG1AZhzqzU,
2020-06-15T15:15:13Z,250,0,cus_FcIN8kW03kKXOX,
2020-06-15T15:33:51Z,250,0,cus_E9GFbWX1m83V0S,
2020-06-15T16:02:36Z,262,0,cus_H5KmqxIOizl14F,
2020-06-16T19:26:27Z,250,0,cus_DF5ZQ9ShmQHAXu,
2020-06-15T15:42:10Z,500,0,cus_Gr7LV7WlMfqBhy,
2020-04-06T02:51:03Z,63,0,cus_FyKRyd7q61QxOa,
2020-06-16T20:07:41Z,98,0,cus_EBYELf8JdrJyb9,
2020-06-16T20:08:29Z,84,0,cus_EBYELf8JdrJyb9,
2020-06-16T20:12:09Z,77,0,cus_EBYELf8JdrJyb9,
2020-06-16T20:12:40Z,77,0,cus_EBYELf8JdrJyb9,
2020-06-16T20:13:14Z,84,0,cus_EBYELf8JdrJyb9,
2020-06-16T21:06:48Z,250,250,cus_HTjSqOqL7pwtPX,
2020-06-15T17:32:41Z,262,0,cus_H5KmqxIOizl14F,
2020-06-15T17:34:05Z,35,0,cus_HIq6WOHdivtMnS,
2020-06-15T18:06:15Z,250,0,cus_HTJJPOZJMbk67W,
2020-06-16T21:35:56Z,250,0,cus_F50HykQsR9kNBu,
2020-06-15T18:33:24Z,250,0,cus_H3knP6tHNZ9BjV,
2020-06-16T23:05:59Z,250,0,cus_Fp6W2Je1FuSzb8,
2020-06-15T20:02:48Z,250,0,cus_HGdUwPsAafBv28,
2020-06-15T22:08:08Z,35,0,cus_GDi1c9jwTCFu0B,
2020-06-15T22:09:32Z,35,0,cus_GDi1c9jwTCFu0B,
2020-06-17T01:56:05Z,250,250,cus_GvKMERqCASB9N7,
2020-06-15T22:11:57Z,35,0,cus_GDi1c9jwTCFu0B,
2020-06-17T07:29:44Z,250,0,cus_FS0embfERzwyuj,
2020-06-17T09:37:39Z,250,0,cus_HTvZnRQfcTzXww,
2020-06-16T06:04:25Z,250,0,cus_Dd6on5H3nuvlVl,
2020-06-17T10:32:21Z,250,0,cus_DQwAtSbDiYVJH9,
2020-04-06T18:30:55Z,250,0,cus_H35u3zrBd5UjZ3,
2020-06-16T08:05:09Z,250,0,cus_EWQKAJ8dmGIMee,
2020-04-06T19:32:17Z,35,0,cus_G2WzCyZIHtjVUU,
2020-06-17T12:32:18Z,250,0,cus_H3knP6tHNZ9BjV,
2020-04-06T21:00:08Z,250,0,cus_FZiFmUOEEaXiG2,
2020-06-17T14:15:47Z,250,250,cus_HU03WvGMhLXBUu,
2020-04-06T21:27:59Z,250,0,cus_GrVncKnaBB5vzS,
2020-06-17T15:20:35Z,262,0,cus_G7nm8tbQPXXsWL,
2020-06-17T16:15:18Z,250,0,cus_FpN3flGyFHOK0d,
2020-06-17T18:36:42Z,2100,0,cus_HU03WvGMhLXBUu,
2020-06-17T22:34:05Z,70,0,cus_HOR2ov1nQCDU6B,
2020-06-17T22:14:41Z,250,0,cus_HU7mko557uvzEL,
2020-06-17T22:15:14Z,250,0,cus_HU7mjthwgY1WdN,
2020-06-17T22:17:32Z,250,0,cus_FH0Csodtt6j0ff,
2020-04-07T06:20:21Z,250,0,cus_H3HLKnmnAZYfDH,
2020-06-18T00:51:39Z,282,0,cus_HIXJhoSdWtfgMN,
2020-04-08T11:55:13Z,250,0,cus_DkRGrIujyhgg4j,
2020-04-08T12:46:17Z,250,0,cus_H3knP6tHNZ9BjV,
2020-06-19T07:25:40Z,250,0,cus_H7m7iowRf0bwEg,
2020-04-07T10:31:41Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-07T10:43:45Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-07T10:46:47Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-07T10:50:26Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-07T10:55:34Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-07T10:58:24Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-07T11:03:22Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-07T11:05:52Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-07T11:07:57Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-07T11:10:09Z,14,0,cus_ET3yhfjy12ec7d,
2020-04-08T15:37:22Z,70,0,cus_DF5ZQ9ShmQHAXu,
2020-04-08T16:23:05Z,250,0,cus_GVhmhTCmpv8iwu,
2020-04-07T14:16:12Z,250,0,cus_H1GqHVopgKgnQD,
2020-06-18T09:49:54Z,250,0,cus_HUIzV7ZdRk14b7,
2020-04-07T17:15:03Z,35,0,cus_G2WzCyZIHtjVUU,
2020-04-08T21:47:57Z,105,0,cus_E8Bg8IIy38bWlq,
2020-06-19T15:14:43Z,2500,0,cus_HPZTtp4oPYMBb3,
2020-06-19T16:16:29Z,42,0,cus_H87izySMlrSeGU,
2020-04-07T19:17:05Z,250,250,cus_H3TsBxzQmCNmMV,
2020-06-19T16:27:29Z,35,35,cus_HPZTtp4oPYMBb3,
2020-06-18T13:24:16Z,250,0,cus_HUMRSSfQQv0phc,
2020-04-07T20:40:43Z,250,0,cus_EelcapViQmkyHC,
2020-04-07T21:00:15Z,250,0,cus_F1chQ2fpOoZEAq,
2020-04-09T01:54:05Z,282,0,cus_EUjZYVz4Cyctl0,
2020-06-18T15:41:59Z,250,0,cus_DHq5FxX9jpGhSM,
2020-04-07T22:49:18Z,150,0,cus_EIoNG1JdPAtlSM,
2020-04-07T23:32:09Z,84,0,cus_EBYELf8JdrJyb9,
2020-04-07T23:31:43Z,98,0,cus_EBYELf8JdrJyb9,
2020-04-07T23:32:35Z,91,0,cus_EBYELf8JdrJyb9,
2020-04-07T23:33:15Z,84,0,cus_EBYELf8JdrJyb9,
2020-04-07T23:32:55Z,77,0,cus_EBYELf8JdrJyb9,
2020-06-19T20:55:03Z,250,250,cus_HUqwhi9XC2q7RV,
2020-06-19T20:55:38Z,250,0,cus_HUqxE48X2Hu4Ef,
2020-06-19T21:36:33Z,250,250,cus_HUrcEUvnH4IPB3,
2020-06-18T18:14:54Z,52,0,cus_DjMozw3apuwocr,
2020-04-08T01:32:56Z,250,0,cus_Eyau6Dzk4RmIXp,
2020-04-08T02:07:08Z,70,0,cus_EWAUfGkrL5IvxY,
2020-04-08T02:10:46Z,70,0,cus_EWAUfGkrL5IvxY,
2020-06-18T19:27:44Z,500,0,cus_HRyHkKNPjhWp4q,
2020-04-09T06:33:00Z,250,0,cus_GqilKeq9ACdY8f,
2020-06-18T20:17:10Z,250,0,cus_HIq6WOHdivtMnS,
2020-06-20T00:26:36Z,250,0,cus_HHLBsea2XCfZ2C,
2020-06-18T22:22:04Z,52,0,cus_GKVLjMU7BHUDVP,
2020-06-18T22:24:10Z,42,0,cus_HPDUONXodIymje,
2020-06-18T22:25:04Z,56,0,cus_HPDUONXodIymje,
2020-06-18T22:25:43Z,56,0,cus_HPDUONXodIymje,
2020-06-18T22:27:01Z,56,0,cus_HPDUONXodIymje,
2020-06-18T22:28:57Z,105,0,cus_HPDUONXodIymje,
2020-06-18T22:30:36Z,105,0,cus_HPDUONXodIymje,
2020-06-18T22:34:56Z,70,0,cus_HPDUONXodIymje,
2020-06-18T22:35:48Z,70,0,cus_HPDUONXodIymje,
2020-06-18T22:36:52Z,70,0,cus_HPDUONXodIymje,
2020-06-18T22:38:40Z,70,0,cus_HPDUONXodIymje,
2020-06-18T22:39:34Z,70,0,cus_HPDUONXodIymje,
2020-06-18T22:40:30Z,70,0,cus_HPDUONXodIymje,
2020-04-08T06:04:30Z,250,0,cus_EIoNG1JdPAtlSM,
2020-06-20T03:06:42Z,250,0,cus_HUww1crNC4b9aR,
2020-06-18T23:27:38Z,49,0,cus_HPDUONXodIymje,
2020-04-08T06:48:14Z,250,0,cus_DvyJlPA5gJ4MLn,
2020-06-19T01:34:56Z,250,0,cus_HUYE8Epwi8nNpy,
2020-06-20T05:44:15Z,250,0,cus_H87izySMlrSeGU,
2020-04-09T16:17:43Z,250,0,cus_EpA38TwJkm0V9x,
2020-04-09T17:22:14Z,105,0,cus_GKVLjMU7BHUDVP,
2020-04-09T18:47:53Z,499,0,cus_GKVLjMU7BHUDVP,
2020-04-09T18:50:15Z,250,0,cus_DGBfKERlE3QFNO,
2020-04-09T20:04:28Z,250,0,cus_GqilKeq9ACdY8f,
2020-04-10T00:21:08Z,499,0,cus_GWCiXHidD2PTFN,
2020-06-20T17:56:46Z,262,0,cus_H5KmqxIOizl14F,
2020-06-20T18:02:47Z,262,0,cus_FeuYFRcMxZQjyK,
2020-06-20T19:02:56Z,250,0,cus_H62lbWUrdi6sU7,
2020-06-22T00:37:35Z,250,0,cus_HVezdCthWUTuYL,
2020-04-10T03:43:25Z,250,0,cus_DZp02IdojZdS4V,
2020-06-22T00:27:51Z,250,0,cus_HHLBsea2XCfZ2C,
2020-06-22T02:20:25Z,250,0,cus_HVgehD2hD8ENQB,
2020-06-21T00:49:10Z,282,282,cus_Fqd6byswsvBora,
2020-04-11T12:24:32Z,250,0,cus_EK2B6ZtlsQEYYY,
2020-04-11T14:04:10Z,250,0,cus_FyKRyd7q61QxOa,
2020-04-11T13:40:17Z,250,0,cus_FEcVphgELtPP92,
2020-04-11T15:03:48Z,250,0,cus_Fn6df30APsIGKS,
2020-04-11T15:25:21Z,250,0,cus_FEcVphgELtPP92,
2020-04-11T15:36:33Z,50,0,cus_D1uyQMbtcZImDc,
2020-06-21T05:41:26Z,250,0,cus_HJjg7J7aWeouu5,
2020-04-10T14:11:53Z,250,0,cus_ET3yhfjy12ec7d,
2020-04-11T18:33:39Z,250,0,cus_GtL766Abm3sKNs,
2020-06-22T12:30:47Z,250,0,cus_HVqUphiApd8CUx,
2020-04-10T15:34:12Z,7,0,cus_Fp6W2Je1FuSzb8,
2020-04-10T15:41:26Z,35,0,cus_G2WzCyZIHtjVUU,
2020-04-11T19:44:59Z,250,0,cus_FPxAVrKa8KNDqj,
2020-04-11T20:25:51Z,250,0,cus_GqilKeq9ACdY8f,
2020-04-11T20:31:31Z,250,0,cus_GtN1jC9LSVZlIY,
2020-04-10T16:50:20Z,250,0,cus_ErRZZbNc8QW4gq,
2020-06-21T10:44:37Z,35,0,cus_HPZTtp4oPYMBb3,
2020-04-10T17:02:59Z,250,0,cus_H4ZOBT5aMMTyy3,
2020-06-22T14:36:14Z,250,0,cus_HVsVtrktHA2snO,
2020-06-21T11:17:00Z,250,0,cus_Dn2x4Nggi9br0N,
2020-06-22T15:43:22Z,250,0,cus_HVtadGuvujU5JW,
2020-04-10T18:24:58Z,250,0,cus_FbAeSYmpyrn1Kg,
2020-06-22T15:55:54Z,250,0,cus_HKGpBUujcgXJ3j,
2020-06-22T16:17:20Z,250,0,cus_HVtadGuvujU5JW,
2020-06-22T17:30:55Z,262,0,cus_FfeUiqiduDZ04x,
2020-06-22T18:14:43Z,262,0,cus_H5KmqxIOizl14F,
2020-06-22T18:41:51Z,35,0,cus_HGBHi0gV6HmlHr,
2020-06-22T18:46:27Z,35,0,cus_HGBHi0gV6HmlHr,
2020-06-22T18:49:46Z,250,0,cus_HO4R2NxGThE5YE,
2020-06-22T18:52:22Z,35,0,cus_HGBHi0gV6HmlHr,
2020-04-10T21:24:51Z,250,0,cus_E8Bg8IIy38bWlq,
2020-06-22T19:00:06Z,35,0,cus_HGBHi0gV6HmlHr,
2020-06-22T18:34:26Z,282,0,cus_HVwMtZaZteIpvX,
2020-06-22T18:35:45Z,250,0,cus_HVwNKC1aFlT1tN,
2020-06-21T15:17:47Z,250,0,cus_HJsygSRoFbhGEu,
2020-06-22T19:07:21Z,35,0,cus_HGBHi0gV6HmlHr,
2020-06-22T19:11:31Z,35,0,cus_HGBHi0gV6HmlHr,
2020-06-21T15:27:34Z,250,0,cus_GDi1c9jwTCFu0B,
2020-06-22T19:18:09Z,250,0,cus_G2WzCyZIHtjVUU,
2020-04-12T02:51:31Z,280,0,cus_Gz8qz8NqIZ75Vl,
2020-06-21T16:45:51Z,250,0,cus_HJuPBJTcDcuCV5,
2020-06-21T17:35:54Z,210,0,cus_HPZTtp4oPYMBb3,
2020-06-22T21:31:37Z,250,0,cus_FU6MtdMDPQf0Zq,
2020-06-22T22:15:08Z,250,0,cus_H98ANwjNsm8aN1,
2020-06-22T21:51:23Z,250,0,cus_Dp3tzvCPRZZWDQ,
2020-04-12T05:14:22Z,250,0,cus_Gidtu81OXKIRXs,
2020-06-22T23:07:53Z,50,0,cus_DMyM0uyUxGGfJr,
2020-06-23T00:57:28Z,250,0,cus_H98ANwjNsm8aN1,
2020-04-12T11:35:38Z,250,0,cus_Gik3pYChVXP5SQ,
2020-04-12T14:04:22Z,250,0,cus_GAJfqLGe711wem,
2020-04-12T17:30:03Z,19,0,cus_FL30VsE6b4lIK9,
2020-06-23T10:29:19Z,250,0,cus_FoweCYw6NNNRI6,
2020-04-12T18:00:24Z,262,0,cus_H5KmqxIOizl14F,
2020-04-12T18:53:36Z,700,0,cus_FL04qQlFsLQd6m,
2020-04-12T19:26:04Z,700,0,cus_FL04qQlFsLQd6m,
2020-06-23T12:47:03Z,500,0,cus_HWDyeWIdjAUrPn,
2020-06-23T13:36:49Z,287,0,cus_HWEmDepPOp8HrQ,
2020-06-24T18:19:37Z,250,250,cus_HWgZ08t4y96a81,
2020-06-24T18:20:54Z,250,0,cus_HWgaEdizeNIzY2,
2020-04-14T02:41:31Z,250,0,cus_H5qPXHuKXBfdSb,
2020-06-24T19:34:12Z,250,0,cus_HWhldWGcx6DPY0,
2020-06-24T19:45:31Z,250,250,cus_HWhxdOkqiLct4Y,
2020-06-23T16:42:08Z,282,0,cus_HKenpwZCKLUocA,
2020-06-23T17:11:20Z,250,0,cus_EBYELf8JdrJyb9,
2020-04-13T00:33:02Z,250,0,cus_Eyau6Dzk4RmIXp,
2020-06-23T19:48:38Z,14,0,cus_HLun77GNWL2k8C,
2020-06-23T21:38:20Z,250,0,cus_FUThRr3pZLgADo,
2020-06-24T00:08:53Z,250,0,cus_GxvD5iwKXEVPY7,
2020-06-24T01:09:51Z,35,0,cus_HVezdCthWUTuYL,
2020-06-24T01:12:27Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:13:45Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:15:16Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:17:15Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:18:31Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:19:29Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:20:49Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:22:29Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:23:47Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:27:00Z,63,0,cus_HVezdCthWUTuYL,
2020-06-24T01:28:14Z,63,0,cus_HVezdCthWUTuYL,
2020-04-13T10:43:56Z,250,0,cus_Gj6RbLl65ZucXb,
2020-06-24T03:32:21Z,63,0,cus_EBYELf8JdrJyb9,
2020-06-24T03:32:54Z,105,0,cus_EBYELf8JdrJyb9,
2020-06-24T03:44:09Z,250,0,cus_HWSRJOIxOeVEBO,
2020-04-14T15:28:10Z,250,0,cus_H62lbWUrdi6sU7,
2020-06-25T09:03:36Z,250,0,cus_GnZWyHAzdRrzQK,
2020-04-13T12:18:08Z,17,0,cus_CzniA5OK8TuE5g,
2020-04-14T16:36:25Z,35,0,cus_G2WzCyZIHtjVUU,
2020-04-14T16:12:40Z,35,0,cus_G2WzCyZIHtjVUU,
2020-06-24T07:33:07Z,250,0,cus_HWW8ITr3a3Djn6,
2020-06-25T11:37:01Z,250,250,cus_HWxIzTUZiVlHrh,
2020-04-14T18:51:35Z,77,0,cus_EBYELf8JdrJyb9,
2020-04-14T18:52:06Z,98,0,cus_EBYELf8JdrJyb9,
2020-04-14T18:52:30Z,105,0,cus_EBYELf8JdrJyb9,
2020-04-14T18:53:21Z,84,0,cus_EBYELf8JdrJyb9,
2020-04-14T18:52:59Z,70,0,cus_EBYELf8JdrJyb9,
2020-06-25T12:14:48Z,250,250,cus_HWxuDnTGpCRAMl,
2020-06-25T11:47:36Z,250,0,cus_HWxT9mfXPjvzvm,
2020-04-13T15:36:27Z,250,0,cus_CzniA5OK8TuE5g,
2020-04-14T19:24:34Z,250,0,cus_DmnrSu7iEid64E,
2020-04-14T20:03:15Z,250,0,cus_H67CbKA24G2R0G,
2020-04-14T20:19:59Z,250,0,cus_GBABXSBqbYc6H3,
2020-04-14T21:01:02Z,250,0,cus_DmnrSu7iEid64E,
2020-06-25T14:36:16Z,250,0,cus_HLNCWAjoQb0F0A,
2020-06-24T11:25:08Z,250,0,cus_EwbUmOyRafn4L4,
2020-04-13T18:12:43Z,250,0,cus_E9GFbWX1m83V0S,
2020-04-13T18:18:59Z,50,0,cus_DPYoI7nnLhsudX,
2020-06-25T14:57:13Z,231,0,cus_HPZTtp4oPYMBb3,
2020-04-13T18:27:47Z,250,0,cus_FcIN8kW03kKXOX,
2020-04-13T18:36:08Z,35,0,cus_G2WzCyZIHtjVUU,
2020-04-14T22:22:00Z,250,0,cus_H69Reqe3SKBUKe,
2020-06-25T16:07:26Z,140,0,cus_DGBfKERlE3QFNO,
2020-06-25T16:08:58Z,250,0,cus_HX1geFCQocDh20,
2020-04-13T18:44:06Z,35,0,cus_G2WzCyZIHtjVUU,
2020-06-25T16:15:29Z,105,0,cus_DGBfKERlE3QFNO,
2020-06-25T16:01:26Z,140,0,cus_DGBfKERlE3QFNO,
2020-06-25T16:51:07Z,250,0,cus_CwSO8T9SgVAWNf,
2020-06-25T17:28:07Z,262,0,cus_HX2xs5Kz2NIApD,
2020-06-25T19:18:19Z,250,0,cus_HX4jmunLcTIJy8,
2020-06-25T18:58:07Z,250,0,cus_CwSO8T9SgVAWNf,
2020-06-25T19:10:59Z,250,0,cus_HACsYE7eSA6BI6,
2020-06-25T19:39:48Z,250,0,cus_HX55XOxoFD4CzD,
2020-06-25T19:59:37Z,250,0,cus_HX4jmunLcTIJy8,
2020-06-25T20:14:25Z,250,0,cus_HADtxnrpZc3c4B,
2020-06-25T21:30:26Z,45,0,cus_Fp6W2Je1FuSzb8,
2020-06-25T21:19:22Z,35,0,cus_Fp6W2Je1FuSzb8,
2020-06-25T21:24:40Z,45,0,cus_Fp6W2Je1FuSzb8,
2020-06-25T22:38:28Z,250,0,cus_HX7yr7jwZ9d3f9,
2020-06-25T22:49:09Z,250,0,cus_HX888xeY7TbNn7,
2020-04-15T05:51:40Z,250,250,cus_FREdKIpOqKBRh6,
2020-06-26T00:38:24Z,280,0,cus_HWDyeWIdjAUrPn,
2020-06-26T01:07:22Z,250,0,cus_HXAMwZGAjumETt,
2020-06-26T01:18:15Z,250,0,cus_HXAXDSAmS6nqID,
2020-06-26T01:51:56Z,262,0,cus_HLY6suZaVCKd2V,
2020-04-15T11:56:06Z,250,0,cus_FcwVcUNLGYyibl,
2020-06-26T05:20:18Z,282,0,cus_HLbTXmJHyCfyi3,
2020-04-16T15:55:16Z,250,0,cus_FEcVphgELtPP92,
2020-04-16T16:41:23Z,35,0,cus_G2WzCyZIHtjVUU,
2020-06-26T06:18:26Z,250,0,cus_HLcP9SrmgOahAt,
2020-06-27T10:49:01Z,250,0,cus_HApDjmTd2LMmAe,
2020-06-26T06:41:46Z,10,0,cus_HMuyPaYHMp4bgK,
2020-04-16T17:42:57Z,35,0,cus_G2WzCyZIHtjVUU,
2020-06-26T06:46:37Z,10,0,cus_HMuyPaYHMp4bgK,
2020-06-27T11:13:56Z,250,0,cus_HM4PVxayaZE2eO,
2020-06-26T07:02:21Z,21,0,cus_HMuyPaYHMp4bgK,
2020-06-26T07:44:29Z,282,0,cus_HLbTXmJHyCfyi3,
2020-04-15T14:38:47Z,500,0,cus_Gr7LV7WlMfqBhy,
2020-04-16T19:26:02Z,250,0,cus_DF5ZQ9ShmQHAXu,
2020-04-15T16:34:05Z,19,0,cus_GVhmhTCmpv8iwu,
2020-04-15T17:14:32Z,14,0,cus_GxvD5iwKXEVPY7,
2020-06-27T14:26:53Z,250,0,cus_FuYGrAPWngyAoB,
2020-04-16T21:34:36Z,250,0,cus_F50HykQsR9kNBu,
2020-04-15T18:19:16Z,35,0,cus_G2WzCyZIHtjVUU,
2020-06-27T16:14:49Z,262,0,cus_H5KmqxIOizl14F,
2020-04-16T23:05:48Z,250,0,cus_Fp6W2Je1FuSzb8,
2020-06-27T18:21:03Z,250,0,cus_HMBHVDLNSNRslh,
2020-04-17T00:46:59Z,250,0,cus_H6wEHHf8qRMStS,
2020-06-27T18:29:58Z,250,0,cus_HXoP0gjL6kVp41,
2020-04-17T01:17:45Z,250,0,cus_GkSDe5zaxJ1rjG,
2020-06-26T15:07:42Z,250,0,cus_HLkwgy5RYs8f6C,
2020-06-27T19:06:49Z,262,0,cus_E3HW2fkqXndHdM,
2020-04-17T01:54:36Z,250,250,cus_GvKMERqCASB9N7,
2020-04-16T01:33:16Z,250,0,cus_Eyau6Dzk4RmIXp,
2020-06-26T19:51:48Z,250,0,cus_HLpFF3oXlzjiCv,
2020-06-26T19:43:04Z,250,250,cus_HXSMmBnlBdflG8,
2020-06-26T20:58:39Z,250,250,cus_HXTaVpwDUaNGIg,
2020-04-17T07:29:21Z,250,0,cus_FS0embfERzwyuj,
2020-06-28T01:35:53Z,250,0,cus_H98ANwjNsm8aN1,
2020-06-26T22:19:07Z,250,0,cus_DYuJqsIdKXnmQQ,
2020-04-16T05:04:00Z,250,0,cus_Dd6on5H3nuvlVl,
2020-04-16T05:21:25Z,19,0,cus_GHfZNAbnH2XxoJ,
2020-06-28T03:42:00Z,250,0,cus_HMKKFIXkOwtGqa,
2020-04-17T10:31:03Z,250,0,cus_DQwAtSbDiYVJH9,
2020-06-27T01:18:38Z,262,0,cus_HLun77GNWL2k8C,
2020-04-16T08:05:35Z,250,0,cus_EWQKAJ8dmGIMee,
2020-04-17T16:09:53Z,250,0,cus_FpN3flGyFHOK0d,
2020-04-17T16:12:13Z,140,0,cus_DF5ZQ9ShmQHAXu,
2020-04-17T16:22:49Z,210,0,cus_DF5ZQ9ShmQHAXu,
2020-04-17T16:32:11Z,140,0,cus_DF5ZQ9ShmQHAXu,
2020-04-17T17:03:53Z,140,0,cus_DF5ZQ9ShmQHAXu,
2020-04-17T16:40:42Z,140,0,cus_DF5ZQ9ShmQHAXu,
2020-06-27T06:16:56Z,250,0,cus_Gz8qz8NqIZ75Vl,
2020-04-17T16:53:23Z,140,0,cus_DF5ZQ9ShmQHAXu,
2020-06-27T06:28:02Z,250,0,cus_HHLBsea2XCfZ2C,
2020-04-17T17:25:16Z,35,0,cus_G2WzCyZIHtjVUU,
2020-06-28T12:27:30Z,250,0,cus_HY5n3SmG3JV7ca,
2020-04-17T22:17:34Z,250,0,cus_FH0Csodtt6j0ff,
2020-06-28T17:27:20Z,250,0,cus_FL30VsE6b4lIK9,
2020-06-28T20:00:58Z,250,0,cus_HYD6CDInGTp14x,
2020-06-28T21:03:05Z,250,0,cus_HBMM0gYSRnS7xt,
2020-06-28T21:08:33Z,282,282,cus_HYECLVr5HCjRsO,
2020-06-28T22:35:38Z,250,0,cus_HBMM0gYSRnS7xt,
2020-04-18T06:26:01Z,250,0,cus_GqilKeq9ACdY8f,
2020-06-29T00:20:03Z,250,0,cus_HMeJCCPIyklYNT,
2020-06-29T03:58:14Z,250,0,cus_CwSO8T9SgVAWNf,
2020-06-30T07:47:21Z,250,0,cus_HYlid8jgLYbyEa,
2020-04-18T14:27:47Z,250,0,cus_Gl2B4XpQIxufxp,
2020-04-19T19:33:27Z,250,0,cus_Eyau6Dzk4RmIXp,
2020-04-18T16:15:06Z,250,0,cus_FEcVphgELtPP92,
2020-04-19T21:46:04Z,250,0,cus_DmnrSu7iEid64E,
2020-06-30T15:08:20Z,250,0,cus_HYsppRSpA61lDn,
2020-06-30T16:56:42Z,250,0,cus_FidjJreFzTsMAD,
2020-06-29T12:52:09Z,250,0,cus_HYTPTclTZxKYr4,
2020-06-30T17:09:46Z,250,0,cus_HYunPmlpPIfOYM,
2020-06-30T17:59:48Z,250,0,cus_HC3q7itTEwh1qg,
2020-06-30T17:59:51Z,250,0,cus_EyxCAac8YGiGQo,
2020-04-20T00:26:19Z,700,0,cus_FL04qQlFsLQd6m,
2020-06-30T18:13:27Z,282,282,cus_HYvppwnmf0QJWh,
2020-04-18T21:30:26Z,250,0,cus_H7dW36Vs8Fl4jS,
2020-06-30T19:03:01Z,70,0,cus_Fn6df30APsIGKS,
2020-06-30T19:11:47Z,250,0,cus_CwSO8T9SgVAWNf,
2020-06-29T16:09:02Z,250,0,cus_HMtcyWZu9KMNL4,
2020-06-29T17:33:55Z,250,0,cus_HMuyPaYHMp4bgK,
2020-06-29T17:34:43Z,250,0,cus_HYXyPYQP0GWQPW,
2020-06-29T18:28:46Z,250,0,cus_FiI0sXrQAtYirT,
2020-04-20T04:43:21Z,250,0,cus_H87izySMlrSeGU,
2020-06-29T18:51:29Z,250,0,cus_HYZD7nIM5lYlY5,
2020-06-30T23:18:01Z,27,0,cus_Fp6W2Je1FuSzb8,
2020-06-30T23:24:03Z,28,0,cus_Fp6W2Je1FuSzb8,
2020-06-30T23:26:32Z,28,0,cus_Fp6W2Je1FuSzb8,
2020-06-30T23:28:43Z,28,0,cus_Fp6W2Je1FuSzb8,
2020-06-30T23:44:00Z,70,0,cus_Fp6W2Je1FuSzb8,
2020-06-29T23:23:11Z,250,0,cus_HYdadCLNgDnpRC,
2020-07-01T03:16:09Z,98,0,cus_EBYELf8JdrJyb9,
2020-07-01T03:15:46Z,77,0,cus_EBYELf8JdrJyb9,
2020-07-01T03:16:25Z,77,0,cus_EBYELf8JdrJyb9,
2020-07-01T03:16:52Z,70,0,cus_EBYELf8JdrJyb9,
2020-07-01T03:17:20Z,84,0,cus_EBYELf8JdrJyb9,
2020-04-19T06:23:34Z,250,0,cus_H7m7iowRf0bwEg,
2020-04-19T06:58:35Z,17,0,cus_H7m7iowRf0bwEg,
